,sentence_id,words,labels
95,8281,kurpachiychu.,v
3286,11504,walichatam,s
5006,13232,"tuta,",s
7196,15437,ukhu,s
2001,10208,Mulli,s
1204,9401,inti,s
13536,21777,wasinchiktapas,s
7529,15770,wayq'u,s
10735,18976,paquchanta,s
14338,22579,uywanku.,v
13129,21370,churamuy.,v
5320,13552,masichanchikqa,s
5828,14069,karun,v
886,9080,papaqa,s
2327,10536,pichakun.,v
7585,15826,wayk'ukuspaqa,v
13727,21968,llaqtapa,s
8611,16852,chaki,s
1622,9827,qayarqamuy!,v
14536,22777,antamantaña,adj.
8374,16615,k'aspikunawanmi,s
8018,16259,Hawa,adj.
6771,15012,kaqtaq,conj.
11851,20092,uywananchikpuni.,v
14938,23179,qarantaqa,s
10738,18979,Carmentaqa,s
3861,12083,Awiluypa,s
8321,16562,k'akarallayuq.,s
4016,12239,tusuynin,s
3803,12025,quqawniykipaq,s
2980,11196,qaykurqamuy!,v
12897,21138,rapinkunamantaqa,s
1924,10130,Ilusikuchkan.,v
14326,22567,tawayuq,adj.
9851,18092,nispa,v
12375,20616,k'achay,v
13434,21675,"Mariyacha,",s
5327,13562,kaypi,adv.
1088,9282,pikantita,s
11913,20154,chaskina.,v
5440,13676,chayamusqa;,v
245,8433,suwata,s
9094,17335,aychasapa,adj.
1070,9264,iskay,num
14423,22664,rakhu,adj.
9180,17421,mikhuykunapas,s
13870,22111,rakiptiyqa,adv.
10034,18275,mana,adv.
15506,23747,iskayniyuq,adj.
13761,22002,Ch'aki,adj.
3004,11220,¡Mankata,s
12157,20398,ñawpaqta,adv.
5434,13670,chayraykutaq,loc.
686,8880,"hapiwaptin,",v
4673,12896,wiñanku.,v
947,9141,wañunqa.,v
9359,17600,ruraqninkunataqa,s
6421,14662,ch'uñuta,s
9659,17900,kuru,s
14401,22642,mankakuna,s
8329,16570,awanku.,v
5519,13758,yupaychayta,v
845,9039,Chunka,det.
15479,23720,sunquyuqraqmi,s
9621,17862,"llamk'an,",v
10454,18695,chinkachipun.,v
9324,17565,allakuq,s
13589,21830,much'unmanta,adv.
13981,22222,"pukúy,",s
14957,23198,"qhunarquy,",v
2504,10718,parisnintam,s
5566,13807,lluq'i,adj.
11057,19298,pampapi,s
8496,16737,Ch'uspapi,s
4905,13129,Ilaqtakunapi.,s
4798,13022,"hapisuptikiqa,",v
8983,17224,pisimanta,adv.
15081,23322,ñawinta,s
9256,17497,Warmikunaqa,s
85,8271,mikuspaqa,v
12240,20481,runamansi,s
3966,12189,Tunquriman,s
5234,13466,ama,adv.
14053,22294,kuska,adj.
15282,23523,"mañawanchik,",v
6419,14660,chamqana.,v
1486,9691,killimsawan,s
5669,13910,aychaqa,s
3303,11521,rakan,s
10458,18699,llunk'upayaspa,v
6430,14671,Puchkasqaymantaqa,v
5513,13750,pisillata,adv.
7589,15830,"haywarina,",v
3222,11438,wasiman,s
11829,17621,kimsallataq.,pron.
14264,22505,rurun.,v
9559,17800,hamuq,adj.
487,8681,ayqinachu.,v
7085,15326,mayllasqa,adj.
1234,9431,Irqikuna,s
2250,10459,mamanchikta,s
15005,23246,kutillata.,s
8663,16904,Q'aytupas,s
2406,10616,rantim.,v
6391,14632,utkuta,s
2579,10794,Pichiwsa,s
7403,15644,Hawastaqa,s
7014,15255,chusiqa,s
5713,13954,Chay,det.
3606,11826,Itanaqa,s
10110,18351,mikhurqapusqa.,v
9456,17697,qhunanku.,v
5451,13687,ruruqa,s
8058,13342,ima,pron.
6260,14501,uma,s
12411,20652,kisuqa,s
11002,19243,masa,s
15101,23342,lawa,s
8362,16603,p'anqachakunataqa,s
8233,16474,rinku.,v
650,8844,Sapa,adj.
13016,21257,hisp'anpas,v
6946,15187,Minas,s
1529,9734,uchkunkunata,s
12969,21210,manataq,adv.
6585,14826,ch'aki,adj.
7736,15977,waka,s
13453,21694,ichhuqa,adv.
7934,16175,siminpi,s
12999,21240,yawriwan,s
76,8262,rinki.,v
3078,11294,rikchakuyniyta,s
2860,11076,wawata,s
6950,15191,chupanmantam,s
5803,14044,pampayuq,adj.
8986,17227,añastaqa,s
8781,17022,Política,s
13729,21970,rumi,s
10793,19034,Manchachiqa,adj.
5264,13496,amawtakunam,s
5634,13875,kaptinqa,v
14792,23033,Q'umir,adj.
11263,19504,Watukuq,s
1754,9959,punkutapas,s
6371,10103,Paytam,pron.
53,30807,chayqa,pron.
9772,18013,sarusqallapunim,adj.
1749,9954,munanchu.,v
9224,17465,atiy.,v
106,8292,akanachu.,v
1142,9336,Humpi,s
4675,12898,wiñanku.,v
8336,16577,q'aytullamanta,s
4123,12346,musuq,adj.
13846,22087,lluq'iman,adv.
9773,18014,kasunchik.,v
9831,18072,tukuy,det.
3133,11349,Qirupi,s
7351,15592,Mamayqa,s
5301,13533,allinmi.,adj.
9996,18237,phawaspa,v
3195,11411,qucham,s
9671,17912,Llikllata,s
8254,16495,pisquqa,s
6018,14259,wak,det.
732,8926,chintachkanku.,v
753,8947,wawan,s
719,8913,rikurqanki?,v
822,9016,kachkani.,v
12239,20480,tarukapas,s
638,8832,charanhutam,s
7654,15895,uchuwan,s
10764,19005,tiyan?,v
13375,21616,phinataqa,adj.
2477,10689,kaptinqa,v
14407,22648,sapa,adj.
12113,20354,isku,s
6274,14515,llaqtaman,s
5882,14123,runakunaqa,s
119,8305,sumaqcham,adj.
3205,11421,karqa.,v
10111,18352,Api,s
5685,13926,turuykita,s
12872,21113,mikhurqayku;,v
4791,13015,yachay,s
2037,10244,Huk,det.
14279,22520,Usicayos,s
2911,11127,Qaraywaqa,s
7673,15914,hap'in.,v
11533,19774,muchi,s
14023,22264,"pukllanachu,",v
421,8613,atiy,v
3687,11908,Wasita,s
10430,18671,manam,adv.
1707,9912,¡Lawsaykita,s
5050,13277,Achka,adj.
12667,20908,"qhatakunapipas,",s
5346,13582,allinta,adj.
14384,22625,hawa,adj.
11977,20218,Berthachapa,s
386,8577,chakiykita,s
5027,13253,achiwata,s
9625,17866,kikin,s
8732,16973,runapas,s
10806,19047,wawakunaqa,s
1861,10066,simiypi,s
12218,20459,kawsaynintaqa,s
13284,21525,rantispa,adj.
3973,12196,mikuymi.,v
15367,23608,kastilla,s
1271,9468,ispaynin,s
13952,22193,mama,s
4139,12362,pawaykachan.,v
1763,9968,Palta,adj.
5288,13520,¿Maytaq,pron.interrog.
5920,14161,mamanku,s
10219,18460,llawlli,s
9948,18189,uhu,s
704,8898,chillikuqa,s
13843,22084,Mancharisqa,adj.
14912,23153,sapa,adj.
10790,19031,"mañaykuway,",v
12893,21134,saphinqa,s
13802,22043,ñuñuq,adj.
5919,14160,"kaptinqa,",v
14325,22566,chunka,adj.
4844,13068,punchawkuna,s
15488,23729,"chullusqachu,",v
6330,14571,llamk'asqanmi,s
4934,13158,Yuyaysapam,adj.
2768,10983,wawata,s
13759,22000,watantinpaq,adv.
5413,13649,lluqsimun.,v
1116,9310,Qari,s
11676,19917,tayta,s
407,8599,Atipaqta,v
8257,16498,mana,adv.
8017,16258,t'uqyaynin.,s
6647,14888,Chiraw,s
13945,22186,pukllay,s
14673,22914,wiñan.,v
11107,19348,musuq,adj.
8202,16443,Isqun,s
5471,13707,hampin.,v
5948,14189,Chay,det.
12707,20948,qhariqa,s
588,8782,llumpay,adj.
12966,21207,"mikhun,",v
10955,19196,huk,det.
9869,18110,Musuq,adj.
1764,9969,Rumiman,s
838,9032,laqay.,v
10968,19209,tayta,s
6142,14383,ch'unqarqunchik.,v
13687,21928,chaytataqsi,adv.
9998,18239,llallinmi.,v
4319,12542,mikuy,s
9251,17492,khipusqapis,s
1901,10107,Iluptirqusqa.,v
14126,22367,hark'awanchik.,v
4818,13042,allinta,adj.
14868,23109,chaypaq,adv.
15187,23428,chakman,v
8290,16531,uyarikuq,adj.
14921,23162,kuti,s
4514,12737,asnupi,s
2273,10482,ñaqchaqa,s
9673,17914,kurur,s
1474,9679,runakunata,s
8919,17160,"karum,",adj.
10138,18379,llaqtapiqa,s
574,8768,sulismi,s
2564,10779,qumiryarinanpaq,v
3914,12136,yaykurqamun.,v
12174,20415,ñawsa,adj.
9343,17584,riqsirquni.,v
622,8816,chapu,adj.
3827,12049,Chakipa,s
12204,20445,«nina,s
9145,17386,ayllukunapiqa,s
4484,12707,manam,adv.
5085,13312,huñukun.,v
15244,23485,Llaqtamanta,s
8510,16751,Ancha,adv.
12055,20296,tarpusqa,v
6588,14829,Kay,det.
12528,20769,"pacha,",s
6622,14863,qaraykuy.,v
10608,18849,runaqa,s
887,9081,kapkaraqmi,adj.
8987,17228,kawallus,s
13171,18058,imapas,pron.
1439,9644,waqanmi.,v
9142,17383,kukata,s
1845,10050,llimpisun.,v
14191,22432,wawaqa,s
5523,13762,arariwamanqa,s
5724,13965,allin.,adj.
572,8766,chanikusaq.,v
6684,14925,ruphamuchkan;,v
5421,13657,p'achayuqmi,s
10593,18834,sutiyuq,s
10734,18975,mama,s
4630,12853,willakuykunatam,s
14062,22303,llaqtapi,s
5259,13491,huk,s
10000,15704,Kimsaman,pron.
410,8602,pitapas,pron.interrog.
7758,15999,wawakunataqa,s
1021,9215,Amawtanpa,s
9599,17840,"qaranpas,",s
2693,10908,ninata,s
11172,19413,makinchiktapas,s
3679,11900,warmi,s
13462,21703,t'impuchispaqa,adj.
808,9002,Wak,det.
4857,13081,suyay.,v
8007,16248,illaqa,s
8890,17131,"kawsaqkuna,",s
14316,22557,k'ispiñuta,s
3886,12108,miskita,adj.
15465,23706,siminchik,s
1593,9798,manam,adv.
1798,10003,kawsay,s
11728,19969,wakaqa,s
10500,18741,"chayri,",conj.
3186,11402,makinmanta,s
277,8467,apay.,v
7217,15458,Hank'unchikmi,s
14116,22357,pisi,adj.
9373,17614,hukniyuq,det.
32,27414,hukkunataq,pron.
2099,10306,uyayuqtam,s
14848,23089,Tukuyniqman,adj.
13895,22136,chuwita,s
4284,12507,Sapa,adj.
10346,18587,akullinku.,v
12371,20612,sapa,det.
7264,15505,churaykuy.,v
8280,16521,iwkaliptu,s
4922,13146,Runa,s
4386,12609,wankirqusaq.,v
6525,14766,chawaraqmi,adj.
1189,9386,uchu,s
12738,20979,«panáy»,s
3396,11615,wasiman,s
8956,17197,mana,adv.
5003,13229,sansapa,s
13063,21304,patara,adj.
5168,13400,"mirachipuwanchik,",adj.
7848,16089,wakapas,s
8399,16640,rikraypipas,s
13525,21766,tiyana,s
14150,22391,"churaqku,",v
8658,16899,k'uykataqa,s
5824,14065,kutayqa,s
11807,20048,¿Pitaq,pron.interrog.
7307,15548,chirimanta,s
13238,21479,phapurinallam,adv.
14749,22990,"ismurqunanpaq,",v
6765,15006,supaytam,adv.
10970,19211,wawqi,s
2311,10520,ñunanta,s
8440,16681,chaymantataq,conj.
6306,14547,chakimanta,s
10445,18686,llullu,adj.
9560,17801,qhipa,adj.
8378,13556,Ñuqapas,pron.
12538,20779,"pacha,",s
14168,22409,Wasi,s
15096,23337,uñachakuna,s
9956,18197,Wawakunapa,s
4311,12534,wachakurqun.,v
4683,12906,ñawinchikmanta,s
4235,12458,ustuy.,v
13289,21530,Irqichakunaqa,s
8982,17223,pisi,adj.
6592,14833,chhalakamuni.,v
3991,12214,turinqa,s
780,8974,kulluta,s
12589,20830,"kutanku,",v
15272,23513,qhatukunaman,s
13058,21299,allin,adv.
3787,12009,runa,s
11481,19722,much'aykunku.,v
3132,11348,qipichay.,v
5216,13448,manam,adj.
9816,18057,tukuy,det.
75,8261,"warma,",s
11007,19248,qharipa,s
2749,10964,puqumuchkanñam.,v
5957,14198,manapunim,adv.
2587,10802,waytan,s
2690,10905,pukuy!,v
11282,19523,siq'irqun.,v
6745,14986,uñanta,s
9990,18231,tarikun.,v
1020,9214,hamutawarqa.,v
14667,22908,patapi,adv.
10786,19027,kunachallanmi,adv.
5567,13808,makichu!,s
5729,13970,muru,adj.
9494,17735,mana,adv.
11560,19801,muhutaqa,s
4307,12530,wachakurqun.,v
13066,21307,Chay,adj.
4991,13217,purikuq,adj.
1536,9741,chisinkuytaqa,s
420,8612,Atiy,v
11780,20021,suyupiqa,s
9563,17804,iskayniyuq,s
12177,20418,hamp'atus,s
8553,16794,apakamusqa.,v
3412,11631,wischuy!,v
13460,21701,awapuwanqa.,v
15520,23761,qullqita,s
14725,22966,chiri,adj.
11626,19867,tarikun.,v
8256,16497,chuqlluta,s
12430,20671,sipinku;,v
12123,20364,rikunchik.,v
14312,22553,puruñapi,adj.
3664,11884,manam,adv.
10637,18878,tawnayuqmi,s
14794,23035,millaytam,adj.
12300,20541,aswan,adv.
1912,10118,kawsaykunata,s
2635,10850,pirqamani.,v
10404,18645,q'awata,s
12050,20291,manam,adv.
7611,15852,wasi,s
5768,14009,Ima,pron.interrog.
8787,17028,mamatapas,s
7180,15421,allinta,adv.
6290,14531,chakachikusqa.,v
13647,21888,aya,s
9083,17324,llamk'aspaña,v
9348,17589,"kikinmi,",s
5343,13579,anchuchiy,v
544,8738,chakunku.,v
12169,20410,mana,adv.
5715,13956,masichaykimantaqa,s
8201,16442,mikhunku.,v
4466,12689,wiñan.,v
8704,16945,Wachakuq,adj.
13570,21811,huk,adj.
1814,10019,tiqtiqa,adj.
10704,18945,kanman.,v
10706,18947,siwulla,s
11866,20107,Unuta,s
1735,9940,ñawichaychik.,v
7805,16046,"iskay,",s
4397,12620,runapa,s
4091,12314,"rinri,",s
8624,16865,Wawakunaqa,s
8560,16801,apakamusqa.,v
9746,17987,watakunaman,s
1811,10016,allichasun.,v
5373,13609,Añutaqa,s
12471,20712,churallanchiktaqmi.,v
4538,12761,awilukuna,s
2923,11139,chayarquspaqa,v
6155,14396,ch'uwiychik.,v
6139,14380,Tullukunapa,s
197,8384,amatakuy.,v
8516,16757,chayraykum,conj.
1617,9822,muyuchkan,v
8895,17136,pachapi,s
10967,19208,chayaspaqa,v
9517,17758,chaytaq,conj.
4379,12602,Wanakupiqa,s
483,8677,ayqinachu.,v
10324,18565,ari,adv.
4406,12629,wanuwanqa,s
462,8656,sipas,s
9078,17319,turuyqa,s
9737,17978,q'apayniyuq.,s
8808,17049,Kay,det.
14091,22332,yarqayninpaq,adj.
14330,22571,Quito,s
7063,15304,hawasmantapas,s
516,8710,Aychawan,s
10393,18634,ancha,adv.
9979,18220,llakipi,s
3375,11594,Tarpusqanchikmanta,s
1238,9435,Wakaqa,s
9071,17312,karqan;,v
9420,17661,kirutaq,s
14564,22805,warkusqa,adj.
5164,13395,tukuy,adj.
4785,13009,Qichwa,s
6270,14511,atiyllam;,v
4699,12922,Uywapa,s
14361,22602,yachachiq,s
10449,18690,Warmiqa,s
2098,10305,Millay,adj.
12040,20281,ñañuyachinayki.,v
8455,16696,k'ispiñutaqa,s
7588,15829,apukunaman,s
408,8600,qipisun.,v
14145,22386,Wasi,s
5404,13640,¡aychanqa,s
12985,21226,hamp'atuta,s
14349,22590,kimsa,adj.
10761,19002,¿maypitaq,pron.interrog.
7173,15414,aswan,adv.
11832,20073,runanpa,s
4790,13014,sumaqmi,adj.
547,8741,chalapim,s
4545,12768,punchawkunapi,s
4613,12836,Manchanasta,adj.
2049,10256,qamta,s
5792,14033,ch'allarikuyku.,v
4794,13018,allintam,adj.
13564,21805,"Phaway,",v
8044,16285,mikhunkiri?,v
3267,11485,Supay,adj.
6402,14643,Titiqaqa,s
10076,18317,Llamp'u,adj.
6202,9536,Paykunaqa,pron.
4475,12698,waqtakunaman,s
12863,21104,Kunan,adv.
4666,12889,aqatam,s
3491,11711,ruranku.,v
7817,16058,kaptinpas,v
13837,22078,q'aytuta,s
7337,15578,wachu,adj.
14870,23111,Mayllasqa,adj.
13409,21650,purinapaqqa,v
6151,14392,wawapa,s
8926,17167,ichaqa,conj.
9450,17691,ch'ichimunanña.,v
5438,13674,api,adj.
15508,23749,sipastas,s
10100,18341,llanka,s
4495,12718,Kuyaysapa,adj.
7828,16069,manataq,conj.
12051,20292,"qhapaqyachiwanchikchu,",v
2757,10972,purunta,s
3284,11502,runam.,s
8344,16585,allin,adj.
11157,19398,kanqa.,v
4526,12749,Kuchi,s
6725,14966,"chimpanki,",v
12774,21015,hukta,adj.
7047,15288,much'uyuq;,s
1784,9989,tipirqun.,v
6993,15234,runtullata,s
6909,15150,Rit'iqa,s
3024,11240,imamantapas,s
4416,12639,tutallanmi,s
8009,16250,wach'ihina,s
6355,14596,chakra,s
7496,15737,runakunaqa,s
11746,19987,misita,s
5642,13883,Machachikuq,adj.
139,8325,runakuna,s
11140,19381,achka,det.
1926,10132,wirachawan,s
9394,17635,kinuwa,s
13139,21380,churamuy.,v
4811,13035,mamanchikta,s
12358,20599,k'achay,v
3579,11799,chukchanta,s
795,8989,punchaw,s
14078,22319,qhasqunwan,s
10198,18439,anchata,adv.
4134,12357,Ratakuq,s
14161,22402,yupaychasqa,adv.
6415,14656,kaqku.,v
3011,11227,qaywiy!,v
13485,21726,t'impuchinku.,v
36,28144,ñuqataqa,pron.
1776,9981,Llantunwan,s
5371,13607,tusuytaqa,s
2330,10539,Ilasam.,adj.
6374,14615,añu,s
8951,17192,q'ipinanta,s
6445,14686,18,det. numeral
1674,9879,Manam,adv.
11301,19542,thuqaynin,s
11817,20058,Mutk'aqa,s
391,8583,miskichata,adv.
7546,15787,hayllimuchkankuña.,v
9280,17521,iskay,det.
527,8721,manam,adv.
12981,21222,allintapas,adv.
2625,10840,Wasipa,s
12320,20561,ukumaripa,s
15004,23245,ch'ulla,adj.
1964,10171,Machu,adj.
820,9014,quykamuway.,v
10085,18326,mamaqa,s
9297,17538,ruranchik.,v
14991,23232,aychawanmi,s
13891,22132,chuwitaq,s
2289,10498,Ñawpaqqa,s
10861,19102,maqayqa,s
6700,14941,wayk'ukun.,v
14577,22818,rurakun.,v
12579,20820,anqas,adj.
5258,13490,kaqmi,v
3640,11860,qunanpaq.,v
5470,13706,unquykunatas,s
9649,17890,allin.,adj.
5229,13461,Alwirhastaqa,s
12483,20724,Qhachu,s
2553,10768,Hawasqa,s
3309,11527,kaqnintam,s
3499,11719,simintaqa!,s
10774,19015,qillqanachaykita,s
1813,10018,quwi,s
11335,19576,aswan,adv.
11336,19577,chiri,adj.
10723,18964,Carmenqa,s
1292,9489,itañawanmi,s
627,8821,rin.,v
233,8421,llamkan.,v
10904,17146,hukkuna,pron.
15200,23441,1535,adj.
11865,20106,siq'isunchik.,v
13263,21504,wapsillanpi,s
8205,16446,chunka,s
1337,9535,kachkanku.,v
5679,8382,piwanpas,pron.
10720,18961,llaqtamanta,s
12025,20266,puchkanku.,v
5980,14221,¡Puriy,v
12865,21106,sara,s
4624,12847,llaqtapi,s
4751,12975,wayra,s
2136,10343,mirarqusqa.,v
7195,15436,"tiyanchik,",v
869,9063,chupita,s
1591,9796,yantarqusun.,v
10487,18728,lluq'iniqpim,s
8741,16982,Pacha,s
14363,22604,Curahuata,s
7665,15906,hamun.,v
7887,16128,paqarin,s
1731,9936,Yachaq,s
12487,20728,Ñawpaqqa,adj.
184,8370,"hampiyuqmi,",s
9669,14600,Ñuqaqa,pron.
7470,15711,wasiman,s
10237,18478,hap'ispa,v
10592,18833,mach'ay»,s
11046,19287,llamk'aq,adj.
1510,9715,Yantata,s
5688,13929,p'unchawpaq,s
6793,15034,mut'i,s
4420,12643,runa,s
11153,19394,t'ikamuptinqa,v
14853,23094,"chaqrunchik,",v
3493,11713,samay,v
13365,21606,"pukllanachu,",v
6047,14288,ch'iyataqa,s
4161,12384,Hatun,adj.
9784,18025,quchakunamantaqa,s
10016,18257,akakunpas.,v
7028,15269,chuwakunapi,s
12400,20641,santu,adj.
14253,22494,mana,adv.
12950,21191,huk'uchatapas,s
10902,19143,"maqlla,",adj.
6706,14947,hampim,s
13689,21930,akapi,s
4898,13122,Taytachatam,s
15524,23765,puchuwanman?,v
50,30771,chayqa,pron.
12585,20826,rumikuna,s
8180,16421,ch'uñuqa,s
5,22839,pich,pron.
2408,10619,rantim.,v
11943,20184,ñanqa,s
14246,22487,Wata,s
1525,9730,Chay,adj.
15309,23550,kan.,v
6236,14477,ninchik.,v
11206,19447,"maywina,",v
4682,12905,rikurimuptin,v
11709,19950,papamanta,s
12000,20241,payllamanta,s
6227,14468,ch'uwiykuy!,v
14219,22460,tumatiyuq,s
9725,17966,huqarimuy!,v
10616,18857,uyayuqpas;,s
11552,19793,kawsayku.,v
11272,19513,hamuq,s
4280,12503,Machuyasqa,adj.
6334,14575,tarpusqaqa,v
9439,17680,qaraywa,s
2694,10909,pukun.,v
507,8701,Chakanata,s
7037,15278,pukllaykamusunchik!,v
6023,14264,ch'uñu,s
14942,23183,patapi,adv.
6463,14704,Runakunaqa,s
13336,21577,ichaqa,adv.
10433,18674,«Ama,adv.
9476,17717,hak'uqa,s
13862,22103,tawa,adj.
2074,10281,matipi,s
12712,20953,Huk,adj.
1068,9262,harawirqaku.,v
9141,17382,rapicha,s
8370,16611,p'anqachakunataqa,s
3838,12060,tarpuyniyku,s
6872,15113,chullpakuna,s
1980,10187,Manchachinata,s
14812,23053,chaywan,adv.
6230,14471,siwara,s
3168,11384,wasi,s
8994,17235,pisimanta,adv.
205,8392,pinqachinachu.,v
12677,20918,"qhatakunapipas,",s
4195,12418,hawka,adj.
14605,22846,mana,adv.
4851,13075,siranapaq,v
7487,15728,allayta,s
213,8400,pinchi,adj.
13629,21870,Pillpintuchakunaqa,s
7170,15411,Watamanta,adv.
6350,14591,masa,s
2441,10653,paqarichisun.,v
13475,21716,ñañu,adj.
6593,14834,Kay,det.
5008,13234,wasiman,s
12875,21116,kankata,adj.
5231,13463,mut'ipipas,s
3101,11317,anqasniraq,adj.
12081,20322,Ñaqch'aqa,s
3200,11416,Titikakaqa.,s
7926,16167,siminpi,s
7920,16161,Phatku,s
11220,19461,«rumi,s
1608,9813,hawinchayta,v
1773,9978,Ilankita,s
15334,23575,rikhurinqa.,v
13735,21976,ch'ampallamanta,s
9634,17875,iskay,det.
5661,13902,anchata,adv.
6597,14838,chhalakamuni.,v
4056,12279,Uchuy,adj.
14017,22258,chayraykutaqmi,adv.
2026,10233,Siwarata,s
15071,23312,Tacna,s
10148,18389,llaqllaspa,v
296,8486,makinta,s
1431,9635,Kay,adj.
14031,22272,mana,adv.
12652,20893,paltaykukunku.,v
2117,10324,minkaman,s
774,8968,hallmasqaypi,s
356,8547,sumaqta,adv.
8432,16673,"allinpunim,",adj.
14377,22618,chay,adj.
15434,23675,paqarirqan.,v
11879,20120,imasmari:,loc.
10833,19074,manukuni.,v
2726,10941,Punkisqa,adj.
12798,21039,warmiwanmi,s
4279,12502,miskichu.,adj.
3121,11337,qunqarqun.,v
3500,11720,iSampa,adj.
10534,18775,lluchk'ayachinkutaq.,v
1543,9748,tiqtita,s
7276,15517,yarawinku.,v
1753,9958,wasi,s
13691,21932,chaymantas,adv.
276,8466,quqawniykita,s
3657,11877,Sukakustin,v
1598,9803,purin.,v
3398,11617,Kichkam,s
13738,21979,p'utukukunata,s
1792,9997,Qiruta,s
13821,22062,q'aytuta,s
1968,10175,purinanñachu.,v
15423,23664,¿Mayhinam,adj.
14885,23126,ch'uya,adj.
4625,12848,yachaq,s
13371,21612,hina,adv.
6697,14938,Yuyu,s
13594,21835,ruk'ananchikpas,adv.
2500,10714,parisnintam,s
11235,19476,puchkanataq,v
242,8430,suwata,s
10151,18392,ruranku.,v
8976,17217,kawallus,s
12727,20968,nin.,v
8590,16831,k'urpachakunata,s
530,8724,Yachay,v
13103,21344,qasapas,s
13340,21581,hurquspa,v
5837,14078,ch'aquyuqtam,s
7258,11557,ñuqamanpas,pron.
13479,21720,wawakunaqa,s
6566,14807,Qilla,adj.
3228,11445,qumir,adj.
9430,17671,wayrasqapaq,v
3714,11935,suqututa,s
10267,18508,llika,s
15456,23697,Qhupu,adj.
12616,20857,pallay,adj.
10330,18571,runakunaqa,s
11351,19592,Paqarin,s
9255,17496,yachasqaku.,v
2575,10790,payachañam.,adj.
11515,19756,llaqtapi,s
14621,22862,isku,s
1564,9769,kuchpakamuchkan.,v
2773,10988,Unaymanta,adv.
9647,17888,hamk'asqam,v
2272,10481,rurasqa,adj.
10195,18436,"llasalla,",s
4629,12852,Sumaq,adj.
5954,9343,Ñugaykupa,pron.
11239,19480,runaqa,s
8294,16535,yachachiqninpas,s
13543,21784,chayqa,adv.
5537,13776,uyarispas,v
11300,19541,"nanan,",v
1596,9801,uman,s
9179,17420,huk,det.
14399,22640,kallanpuni,v
12005,20246,nanaqta,adv.
9473,17714,chaymantataq,conj.
2171,10378,Uyaypi,s
729,8923,takichkan.,v
3097,11313,Takinaypaq,v
10841,19082,waynataqa,s
3554,11774,kanki,v
9294,17535,Khullu,s
2843,11059,kallpayuqmi,s
9907,18148,iskuyuq,s
8064,16305,tayta,s
13331,21572,pampanta,s
9579,17820,watamanqa,s
11819,20060,rikch'akuq,adj.
8774,17015,huk,det.
11216,19457,aswanpas,adv.
14051,18183,ñuqanchikqa,pron.
6799,15040,watanpas,v
8152,16393,iskay,det.
5383,13619,anyaykuspa,v
10923,17151,Chayqa,pron.
11183,19424,mayt'utam,s
7350,15591,hatarirquchin.,v
7130,15371,aychata,s
9104,17345,aychasapa,adj.
9126,17367,apar,v
2290,10499,manas,adv.
4275,12498,Uwihapa,s
4959,13185,upyana.,v
5638,13879,awkikunaqa,s
403,8595,Wasi,s
10740,18981,suqtayuq,det.
14918,23159,kuraq,adj.
2846,11062,Runa,s
3673,11894,Wakapa,s
11951,20192,Tomásman,s
5682,13923,Pampa,s
8856,17097,suwata,s
6327,14568,Chay,det.
9538,17779,mikhunanpaq,v
2474,10686,paqpata,s
12080,20321,wich'una.,v
14753,22994,allpayaqman.,v
11150,19391,qhawanku.,v
11028,19269,runaqa,s
4646,12869,Yurisqanmantam,s
4560,12783,Waya,adj.
12062,20303,utqaylla,adv.
1244,9441,pallasun.,v
1688,9893,kutkuchkan.,v
14724,22965,hayk'aqpas,adv.
7309,15550,hark'an.,v
10549,18790,punkuyuq,s
10842,19083,sipaskunapas,s
6992,15233,kimsa,det.
14307,22548,Usicayos,s
10532,18773,llut'aspa,v
1160,9355,Huñusqa,s
14867,23108,"qhunanchik,",v
480,8674,Yachay,v
5570,13811,kintal,s
3974,12197,Hatun,adj.
11279,19520,Qilla,adj.
14989,23230,q'uñichkaq,v
11608,19849,mukispa,v
13544,21785,ima,adj.
10694,18935,"mikhunataqa,",s
2465,10677,aywirqamuy.,v
427,8619,rirqani.,v
13672,21913,akapi,s
12898,21139,huk,adj.
8085,16326,llaqtachapiqa,s
6287,14528,Allquqa,s
3066,11282,qillpam,s
8027,16268,llaqta,s
11432,19673,"kasqa,",v
2271,10480,Waqramanta,s
14507,22748,Latakunka,s
2562,10777,Wak,adj.
581,8775,kay,adj.
4488,12711,Waraquqa,s
3920,12142,wichqaqku.,v
10115,18356,llanthullapi,s
14531,22772,kuchuna,s
2180,10387,uywakunapas,s
8645,16886,Wiksa,s
4057,12280,warata,s
10766,19007,"Juan,",s
9688,17929,durasno,s
9350,17591,allinta,adv.
14467,22708,tasata,s
5598,13839,atiparquykim.,v
15144,23385,p'unchaw,s
15486,23727,saraqa,s
4427,12650,wapsihinam,s
11936,20177,maymantaq,pron.interrog.
337,8528,aqsuta,s
5016,13242,Kurpus,s
15247,23488,huk,adj.
7986,16227,Ichhutapas,s
3681,11902,Sumaqmi,adj.
5660,13901,Ayataqa,s
6914,15155,ch'uñutaq,s
1999,10206,aqata,s
14166,22407,suwachu,adj.
11734,19975,ayrampu,s
15300,23541,kan.,v
5390,13626,anyaykuspa,v
5542,13781,hisp'aykusqanqa,v
5793,14034,Ima,pron.interrog.
15379,23620,sarapas,s
13248,21489,mikhunapaqqa,v
2761,10976,manam,adv.
4577,12800,apan.,v
11853,20094,hatun,adj.
7303,15544,"karqan,",v
6302,14543,ch'ampata,s
